tweet,labels;
lucu itu di sat kamu salah rumah disini bukan rumah penjilat sono jilat junjungan kamu dasar cebong haha,2;
boleh maf tapi proses hukum tetap harus jalan kunyuk satu ini harus dikasih pelajaran supaya kedepanya dia bixa,2;
marbot masjid semester akhir sahur sahur sahur buruan sahurwoy skripsi itu dilanjutin jangan diliatliatin niat lulus via valen terus sialan kamu pada ah,2;
norak kamu tong kampungan,2;
sok kenal kamu kunyuk,2;
sebab tahun demi tahun semakin kurang peluang pekerjan untuk rakyat sendiri warga asing semua deh bodoh sektor sexa,2;
mengomong diatur bodo apa pikun kurang literasi ini pak jenderal wong bibib kena kasus menghina pancasila kok katanya paham sekalinmabuk kecubung ini orang,2;
usernamename cuma katacuma selogankyk teriakan mereka saya pancasila bukti presiden kamu dikatai dungu kalian pada diamajaib saran mulut sama kenyatan mohon disingkron kan,2;
kenapa cebong kelojotan dengan takjil gantipresiden nkalo kalian waras buatlah takjil yang sama bukanya ngamuk ngamuk karuangiliran presiden di hina kalian mingkemn gantipresiden gantipresidenkacung,2;
namanya kecebong anaknya kodok bapak nya presiden hadekh presiden planga plongo,2;
otak wc otak babi menerima ahok kafir kamu ahok kafir sekedar menghina angap islam itu sampah,2;
emosi aku sama loey kakak   aku deh mikir keras maksud eventnya apa tepelongo bodoh bahkan diakhir dia cuma bilang ini semua cuma mimpi   emosi pangeran,2;
itu pabrik lokasi nya belanda tolol kok piara,2;
ente suksreb bajingan,2;
mana ini yang menyerang aku semalem bahkan ended up ngeblok cupu dia yang mulai dia yang kicep ew,2;
bangkai aku rajin bayar kamu pernah benar tarif naik,2;
bukanya jokowi pemimpin terburuk itu sih raja utangahli pencitranmaling ndesojago bohongopresifanak pkijongos cina komunis,2;
ini sukmawati bilang suara adzan merdu kupingnya congean apa budek,2;
benar juga kamu bangkai,2;
monyet kamu sombong,2;
jangan kebnyakan ngopi omapa lagi top cofenanti seperti iwan falsnyg awalnya cerdasberubah jadi cebongxixixix,2;
sekalian jika di pasar nemu tukang jualan pisang makin abangnya gara gara dia pendukung lgbt haduhx,2;
sesama cebong akur,2;
kekasih dumaynx jika saya kangen sama kamu gimananx sholatnx terus habis sholatnx menyadarkan dirin kalau saya cuma hayalanmunx aduh kntl,2;
cebong adek yang cerdas,2;
hahaha benar kamu giliran majikan dia mesum sih kunyuk mingkem sok suci pula mengatai memikirkan sex muka lacur kamu nyuk,2;
salah cung aku bukan bani kacung dungu kamu itusiapapun memerintah jika berbicara sembarangan kebijakanya yang ini bakal aku tentang,2;
sialan sudah merusak nusantara dari jaman majapahit dan terus berlangsung hinga kini terlebih setelah diwadahi oleh hti cs ide kilafah,2;
tapi coach kamu ribet kang banyak bicara terus kerjanya,2;
dunia kan penuh munafiqun sok suci seperti entenkalo semisal itu ahok pasti kamu bilang kalau salah kenapa kaburntapi karena itu sih cabul adalah sih jijik ente jilat memek sendiri ente bohongi diri sendiri ente kenapa kabur kalau salahnmemek bosok,2;
njing banci banyak gaya pakai block whatsapp,2;
kamu enak makan gaji buta uang raktat bermodal mulut sampah kamu ri malu,2;
setiap mas fh ngetuit cebong berkumpul nspt lampu petromax di kolam,2;
cebong sialan dan onta juga bersingungan dengan laut,2;
memang udik bfjgfdg mengerti sama bocah satu itu,2;
cuma kata bajingan,2;
hanya bodoh masih percaya bahwa prabowo benar dalang dalang nya disekitar jokowimakanya sat ditanya masalah ham jokowi jawab diproses you know lah pasti bohong lagi jadi,2;
maju kamu sini anjing,2;
jika mau macet pulng kamu ke kampung sono dasar udik masih nyri makan buang kotoran lelaguan anakjakartasikasik,2;
kenapa saya berdepan dengan setan dungu macam kamu burit,2;
lah takut mati ternyatax nkalian lihat ini para terorispemimpin takut matitpi kalian mau disuruh dia matibom bunuh dirikan gobloknal bangsatdi itu juga takut matid,2;
ada kampreters teriak asu antek asing aseng iya,2;
kamu titit,2;
banyak banget lelaki brengsek di dunia ininmudah an kamu termasuk iya,2;
sedih aku baca komenanya menyalahkan army taunya akun bodong sialan deh,2;
hoby ngebodohin orgnmencerca ngedunguin orgdan nyebut senak jidat kacung cebong sok care hak asasi manusia itu ibaratnya jijik lihat lain panuan smntra dirinya penuh panu,2;
gerombolan cebong pada sembunyi seperti di sembur air,2;
jika dia butuh nya seperti malaikat menempel seperti ulat jambu sekalinya aku butuh mingat seperti punya dosa brengsek banget kan,2;
bodo ah malas buat pacaran aku tidak punya pacar kamu repot,2;
aku deh kabur mau bagi aku specific task jangan masuk campur bajingan,2;
sebenarnya bukan lelaki tapi monyet yang ajak lelaki wefie menjenguk tangan dia,2;
maju kamu sini anjing,2;
kalau pak jokowi diam dan merasa terusik bisa apa bisa jadi peristiwa itu adasalahnya sih kunyuknarseto bawa nama pak jokowi seperti dulu jadi ri pelaporan msetelah jadi ri setiap ada pengeluarangaji ditabung pasti seperti lah,2;
pekok kui abu tours asu kotoran kotoran kabeh luwes asu cina bajingan kotoran asu maling sejati kerja indonesia rusak xbaxefxb,2;
bolehkah rindu pada yang kamu sebut bajingan sekalipun,2;
saya ini orang yang bisa nyindirnyindir bisanya adalah mengomong langsung tanpa ampun disertai sedikit bumbu kekesalan dan setelah itu maf dan teuteup ngoreksi lagi dia seperti,2;
sialan sialan braninya hanya dalam ml doang sini kamu aku jolok mata kamu kotoran hahahaha cumabercandagais,2;
aku tidak mau berteman kamu di real life rp anjing aku bercanda menangis lagi wkwk engak tahu kamu orangnya buat aku banyak banyak bicara sih itu wkwk,2;
dia kalah pasti salah wasit padahal deh pakai isu isu bohong ulama saracen isu sara isu partai komunis indonesia isu antek asing semua deh goreng sampa hangus saja naik elektabilitanya salahnya rakyat bodoh wowo atau yang,2;
iya betul juga iya saya kok merasa bodoh membalas komen mu yang tolol hehehe makanya balik ke bangku sekolah baca banyak data jangan karena rasa bencimu otak mu jadi gagal bekerja,2;
artis jika adalnya kampung mau di gmnin udikampungan sgala handphone anak aku lah di cemplungkan aku beli pakai kringat halal hasil ngangkangin laki,2;
terkutuk lah kamu menyelewengkan nick quen,2;
manusia sialan bernama syahroni daud ini akhirnya mengaku salah sudah menuduh ada telur palsu dan meminta maf htpsxa,2;
stres kamu ahoker taikers,2;
muka kamu cabul jika punya muka sih tapi banci mah beraninya anonim,2;
maju kamu sini anjing kalau ada orang buat tshiaku beli hajsjsjhs,2;
twet kamu buat netizen sudzon ke kamu kurangkurangin ngentod,2;
peluk badan kamu belakang selipin tngan kedalem celana dalam kamu ngaceng ini yang gesekin jari tengah ke bibir memek kamu teken klit kamu,2;
huahahaha dengan tidak langsung mengakui beliau memang pinokio masih mau memilih dia jadi presiden kalau iya berarti anda cebong dungu,2;
penting gronbrekeng gunting pita manajemen proyek tahap nya lewatin lah keahlian cebong hanya tukang tipu cebong mah bodoh ketulungan plonga plongo mengakibatkan optimisme berlebihan gantipresiden plo,2;
ah punyanya sialan bukan cebong,2;
isu bohong bani cebong,2;
bwahahahahagw suka jika deh lihat cebong ngamuk khas cebong banget kalah debat ngamuk ngamukcung kacungx gantipresidenkacung,2;
heh kontol sok pemes kamu di rp muka seperti memek tua kamu seperti monyet agama kamu agama kontol,2;
btp the best abaikan kaum sialan otak micin,2;
buat saya makin seperti minder loh pot pipi tumpah brengsek tirus apa perlu aku sodorin pipi aku sih supaya dia tahu definisi tembem itu soalnya di kamus tidak ada gambar mereka ngide mau dipuji dalam ati,2;
jujur aku sulit melupakan kamu disat aku sibuk melupakan kamu kamu bahkan biasa bangkai sih kamu,2;
promosi bani sialan,2;
bajinganbangsat kamu bukan siapasiapa kok sombong banget,2;
hari hari makan babi berbentuk wang haram muka pun babi perangai lebih babi dari babinpolitikus rongeng babi,2;
ini asli aku jongkok masak oposisi membangun dimanaxc xb tugas oposisi itu nyinyir pada pemerintah kecuali di negara komunis boleh ada nyinyir,2;
babi kamu ini yhanmungkin lahir dari bani babi kamu ini nanjing lah kamu ini nkau mengomong mentei selangkangantapi majikan kamu bini nye selingkuh tahun nitu cocok mentri selangkangan tahun coy nhrs kamu tuduh begitu,2;
setelah sibuk jilatin bokong jokowi ngabilin ilham seperti subhanalah,2;
gaya kamu kunyuk,2;
lah kamu umat apa umat iblisintinya adalah ada ribuan orang dirugikan oleh bajingan sialan kok iya masih ada belagitu,2;
emosi aku sama loey kakak   aku deh mikir keras maksud eventnya apa tepelongo bodoh bahkan diakhir dia cuma bilang ini semua cuma mimpi   emosi pangeran,2;
hahaha banci kaleng langsung nyungsep kalau ditanya pakai akun palsu kalau banci iya saracen waspada waspada,2;
kamu cacat dimples itu kecacatan sekian,2;
percuma balik jakarta bilang juga tidakada yang mengajak main pas di jogja saja banyak yang ajak main pas saya disini mana banyak bicara kamu doang,2;
jahudi bangkai sama jerman sana tempat ibadah,2;
bodo jangan ganguin kesayangan aku kamu,2;
dasar ulama cebong,2;
tapi kamu lemak tepu takleh transfer deh sb cacat kekal bye,2;
suara orang mati masih dipakai buat legitimasi dasar rezim cebong dungu,2;
bangkai kamu yen cabul,2;
puisi untukmunelu bajinganwajahmu setanmulutmu iblisnmengaku manusianpadahal binatang mesumn seni monyet,2;
survey dimana hahahaha nrespondenya cebong kodok kamfret iya,2;
riya banget kamu singapore kan kapir jul lah kamu mengapai ke singapore minyak babi jul,2;
mau bukti ke radikal an hti dan fpi apa kurang bukti di setiap orasiorasinya hti dan fpi selalu memfitnah dan caci maki terhadap pemerintahpolri bahkan ulamakyaikyai dasar otak bebek purapura buta dan tuli dengan isi otak junj,2;
memang bangsat polisi sekarang lengserkan jokowi lagi satu satu nya cara,2;
woy njing ibumu pelacur iya pantesan kelakuan kamu bejad dasar anak haram ckakakakak,2;
itu dia mata picek matanya cuma lihat sebelah,2;
aku kira aku doang yang diginin tahunya ada yang juga bangkai memang mereka ini sinyalnya mau ganti telkomsel saya orang miskin,2;
sih rosa ini kok mukanya tugu peringatan kenapa batu nisan gentle dong apa juga kaum cebong,2;
wkwkwk admin tolol kuadrat,2;
mudah untuk melihat seseorang lebih condong ke arah mana di sosial media nyang pertama akunya perempuan pict mencolong di goglenyang kedua gambar anonymous jelas manusia apa kampretnyang ketiga akunya ada embelembel nama pahlawan dan semua itu mereka kaum mca,2;
kamu salah masa mau belajar hal baru atau mau melihat sesuatu dari kacamata lain melalui tvshow ini salah kamu baik adanya lanjutkan apa kamu lakukan itu positif banget diri kamu mereka mah memang pada dasarnya tolol dan engak mau berkembang jadinya nyinyir,2;
banci kaleng malu bisa jawab pertanyan kami dari hari lalu nyungsep koe,2;
penalaran bodoh lulusan mana sih mengkoreksi kebijakan pemerintah siapa tahu bisa lebih baik omongan apan ini deh akun baru jadi baru belajar omong akun sontoloyo,2;
yang menulis macam twet kamu ini biasanya kapirun manufikun baubau partai komunis indonesia paling mengaku saya pancasila paling mengaku saya indonesiatapi mentalnya mental kachung,2;
iya kamu kira apa sih ketek onta xcdxc xb xcdx cxcax xcdxc xb,2;
dasar cebong hihnx bx,2;
nasib cebong baik saja semua itu mimpi buat otak berak seperti kamu,2;
tidak perlu dibajak banyak bicara babi lebih baik kita gelut saja,2;
ada satnya kamu menyesal bangsad nkarna saya sakit ini saya jadi bisa ngapangapain tungu saya sehat iya lihat apa yang bisa saya melakukan bangsad kamu,2;
buat orang yang duduk deret sebelah kiri aku di mungkin planet holywod gatsu nkalian kampungan aslinkomen terus sepanjang film,2;
buru hapus polower cebong terlanjur orang lihatbejad elox,2;
keciduk juga kunyuknproses hukum ajakagak perlu pakai matre,2;
semua instansi internasional itu bagi cebong adalah kaum radikal,2;
aduh kasihan sok keritis bahkan kayak orang bodoh otak kamu keritis itu stadium kali sakit nya,2;
berani bayar kamu ketek onta,2;
beda nya apa adid aidit aih dasar jongos jokowi,2;
nama bule kelakuan idiot bela gabenernya padahal sih malu iya njing bayarin sekolah lebih baik daripada kamu di comberan bisa bayar mau maju jual biji nyuk,2;
mulut kamu layak di neraka,2;
eh dungu mengapai kamu masih mensen aku katanya mau muter alun guenlu itu cuma bisa forward berita tanpa analisankelompok manusia homo mana ada cerdas waktu,2;
maklum kaum onta pekok di indonesia otaknya di dengkul,2;
di kantorntv nayangin berita driver grab mengirim death threat ke cewek tulinbundo pakai suara kecil kotoran di death threat sialnkish kebiasan kamu mengomong jorok untung kamu mengomongnya pakai suara kecil,2;
budek kamu mah,2;
umat islam siapa ente mksdnfpi hti muslim penista islam bajingan itu muslim mungkin berbuat onar pengecut lari tg jawab mesumnapa islam apa islam giliran mesum apa itu islam berbuat onar itu islam mau ganti pancasila itu islam bajingan,2;
anak sama bapak sama tukang kibuldisekolahin tingi supaya pintetini bahkan tambah bodoh bin tolol,2;
buat pertanyan frame cebong banget,2;
presiden buta tuli makanya memimpin tubruktabrak dan budek dengar rakyat teriak lengserkan jokowi,2;
duit amp kekuasan buat jadi kamprethaduh dunia cuma tempat singah saudara laki-laki dxefxb,2;
ini orang pasti lupa bayar karyawan nya jangan banyak bicara,2;
ikutan kamu sialan,2;
kampanye rasis mengomong nya pihak ahok di untungkan bodoh kafir mana ada di untungkan kalau pada di perkosa bunuh kamu enak berduit,2;
wowo presidenya tv one makanya diundang pentolan para sialan dan gembel warnet tertawa,2;
teman aku ada er aku tahu dia psiko apa enga dia pernah ada laba lewat teros dinjek teros di makaneh sarap sih itu namanya,2;
apa tujuan sih kunyuk pakai foto amp nama aku what the fuck,2;
hei kunyuk supaya ente paham iya prabowo subianto jadi capres salah apalagi jadi presiden pas memxa,2;
dasar mentri ke cebong ganti presiden dan ganti mentri agama sontoloyo munafikun,2;
banci kampungan he,2;
  brengsek bajingan gila sih kamu aku tidak mengerti sih jika kamu nternyata ada lebih parah mantan aku   lolnudah fokus exo jelas membuat kita bahagia,2;
cebong mana terima dibilang rezim amatiranklo amatir mana bukti ini rezim profesionalutang negarajanji kampanye mana buktinya kemakmuran rakyat subsidi dicabutirezim seperti kamu mau bilang profesional,2;
wkwkwk dasar cebong dia melarang selama dia mnjabat jika anis kan smntara wkwkwkw,2;
juga bodoh dia dihukum atau ditembak masalah dan ada bela nah sibangsat cabul kabur padahal bela juta tolol masih berani balik kenapa kalau waras berpikir pasti kamu tahu jawabanya,2;
wah ada yang keberatan disebut cebong,2;
hadeh gajetotngak jelas ngentot,2;
provokasi mayat politisasi agama penyebab kekalahan pemilihan kepala daerah dki beginilah cara cebong mendeskripsikan kekalahan junjunganya sebagai informasi ahog pernah ikut pemilihan apapun kecamatan wakil dan dia bukanlah etnis mayorita,2;
berisik kotoran gajedot diamkan jempol kamu bisa,2;
gb raib dicuri oleh providernya sendiri kan sialan,2;
baguslah sudah pada banga dengan sebutan cebong,2;
ternyata benar indosat itu maling pulsa brengsek benar sial pulsa aku rbu pepanjang paket masa cukup pulsa aku hilang lebih brngsek bangkrut seperti nurl,2;
hahahaha mana aku mengatai agama selain islam hayo hahaha debat kamu model idih level masa debat gara salah tangkap kalimat kan buat malu malu dong sama cebong yang islam agamanya kamu hina hahahaha sunguh kaum cebong kak,2;
dungu itu lio evakuasi korban becus menyalahkan orang lain logikanya cebong bodoh kok banga,2;
huehue sih mahfud md mengikuti geng sih wowok dan oposisi tolol,2;
puter goblog anda jangan buat emosi iya,2;
semua orang pasti bergosip dan pernah bergibah bedanya dia lakukan sekedar lelah menyampah ditempat terpercaya atau sengaja menyampah di media sosial demi niat menghancurkan,2;
sialan slain otak kriting otak jungkir balik sl teriak konsisten perjuangan tahun capres cawapresny prabocor gatot prabocor tgb mana nol besar teriak ganti plesinden hedeh kamplet bodoh napsu kamu,2;
kotoran kamu,2;
iya alah pak pdkg anda gampang benar anjing orang dia kurang baca pemerintah batal saham fp fp bantah tlh sepakat divestasi sham nebar isu bohong jelek dan pak harto lagi,2;
woi bodoh,2;
brni nongol sudah kthuan belangnya klopun adapsti kata cebong mereka kluarin mereka khbisan kata tahu mau mengomong apansukses kpk,2;
kepala kamu jumplitan itu melihati aku kunyuk,2;
disat semua cowok berusaha melacak perhatian aku lantas remehkan perhatian aku kasih khusus ke basic cowok bodoh,2;
pasti cebong ikut an gelas nya ada gambar priode cebongx,2;
perek kamu mah,2;
memilih cebong kyai cebong sepabu janda al sialan,2;
benar pembodohanmaksa banget pengin periodecebong oh cebong,2;
nama bule kelakuan idiot bela gabenernya padahal sih malu iya njing bayarin sekolah lebih baik daripada kamu di comberan enggak bisa bayar mau maju jual biji nyuk,2;
adian gaya kamu seperti beruk jika supir tembak metromini masuk dprnkampungan kamu,2;
milanisti sialan,2;
ngoahahaha kalau lair keahlian cebong hanya tukang tipu cebong mah bodoh ketulungan plonga plongo mengakibatkan optimisme berlebihan gantipresiden plongaplongo duning,2;
kamu dasar bajingangak bisa dipercaya omonganya,2;
tolol blsin base akun nya dilock,2;
kampungan sekali pada tahu crispy rendang jika kamu kebetulan lengkoas itu lah crispy rendang,2;
ketemu klien orang batak dia ngegas aku ikut ngegas brengsek malu kantor,2;
sifat sialan ada di cebong licik culas amp memfitna dasar cebong sialan,2;
udik mendarah daging di kamu,2;
saya syak jerawat spesis fan chelsea lah suka tumbuh dekat dalam hidung ala ala aku ndah move on kamu jerawat tumbuh dimana iya terserah yang penting bukan di hidung iya setan budek,2;
gaya kamu kunyuk,2;
kitab kalian merasa di hina laporkan dia ke polisi kok jadi ke munafik hubunganya waspadai cebong kafir ngakungaku islam,2;
babi betul lah dia haih,2;
baktang ah team kapir kamu,2;
banyak bicara kamu kampang,2;
cebong dongokdah kalah bahkan gila,2;
menghormati kinerja pemerintah bagaimana negara hampir hancur kamu bilang menghargai kinerja pemerintah bodoh boleh dongo,2;
alhamdulilah akhirnya kamu menyadari cebong pintar dan lucubeda banget sama kamfret goblog dan beringasnwekawekawekax,2;
justru itu sebutan paling terhormat saya bahkan kasihan cebong beneranya di samain kaum dungu,2;
usernamename kontol kamu terlihat jelek dan mengkerut jawaban twitermu pasti kamu di real life pernah ada mau diajak ngewe iya mas jika dm kesal dan marah jika kesal brsenasib mbak valen,2;
cmaju kamu sini anjing fanynbabi lah sakit perut saya gelak,2;
baca mulai dari judulnye monyet supaya jadi domba idiot,2;
hanjing maju kamu sini babi,2;
bodat komunis piaran cina loleng kamu,2;
mengakak para barisan cebong sakit hati mau pakai isu saracen serang aniesandi agar gagal dilantik,2;
jika punya otak iya pakai dong mbak tolol,2;
ku deh padah eh even kamu bodo bulak curang pun ompuan iya nya stil maok kamu segal sayang eh kamu bodo sikpande hrgaix,2;
alternatif nklw kayak iya jadi dungu seperti cebong,2;
yang suka pencitran dulu laris sekarang akan ada piala citra versi kecebong sekolam nartinya para pencari makan dan hidup dari hasil penjilatan kepada master kecebongntidak peduli walaupun master cebong bodoh sekolam,2;
hai kamu semoga dijauhkan dari keputusan yang bodoh itu selamat menjalankan ibadah puasa juga budirolfiopi,2;
hdh cakep bodoh,2;
omongan mu rusakdasar kontol,2;
sontoloyo dan sok paling benar mungkin dia iparan sama alah swt,2;
tgb mendukung jokowi periodekaum bani micin dan kaum bumi datar pada kejang kejang ini,2;
hihihihi ciri khasnya cebong kacung jika dongok iya nih,2;
deh suruh sih banci itu pulang dan selesaikan kasus harus di pertangungan jawabkan kan di tangan lantas kenapa dia masih jadi banci lebih,2;
gila iya jaman sekarang orang bodoh bisa main twiter,2;
kepala kamu jumplitan itu melihati aku kunyuk,2;
otak cebong ini susah memang baliho jokowi dimana mana itu bukan kampanye bagi sembilan bahan pokok pakai apbn itu kamu ini waras,2;
ajari saya bagaimana bersikap masa bodo seperti kamu lakukan padaku,2;
bigsuatu sat saya akan jadikan kamu tempat sampah sama seperti kamu jadin saya tempat sampah,2;
giliran disodorin fakta adacebong mingkemtep bagi cebong mau die sengsara dkung dilanotaknya terkontaminasigc bisa mikir waras,2;
ferdinand harus pintar jaga mulut jangan sok jagoan lawan kita jokowi bukan teman sendiri kulihat kamu sudah sering serang sana sini seperti orang bodoh kubilang jabatan kamu sekarang ini disi oleh ruhut tumpul artinya otak kak,2;
makanya jika mau banyak bicara mikir pakai otak kamu punya hatiakal pikiran jika duit keluarga kamu hasil nabung bertahun ternyata keluarga kamu di tipu abu tours bodoh boleh tolol pilihan,2;
jele kamu udik,2;
anak monyet slu bawa agama jika bicara politik harus tahu wawasan wsn dangkal jika di sosmed bcranya sektarianizrm pemecah belah masalah umat dan beragam suku dan ras agama bicara para kecebong makar wong panglima gatot enggak ada kaitany,2;
itulah sialan keparat radikalis pecinta kotoran onta beda yang selalu berjuang membangun nkri jika sialan genk sih cabul rizieq syihab bisa mengapai cuma bisa ribut rusuh rusak malu oh sunguh memalukan,2;
banyak bicara bae kamu ah,2;
gmw lihat dm kamu ah tahu aku tentang apa bolotx,2;
saya serius pengin ngewe kamu swear,2;
mengakak asw wkwkwkwkwk seriusan aku pikir dulu dia mengatai ke kamu jika salah iya kamu sih taeyong terus candan doang,2;
primata tahu diri eh embrio cebong keluarga kamu jika ada surat nya lengkap aku bayarineh tolol hidup itu cuma memikirkan diri sendiri lihat sekitar goblog dungu,2;
ruhut tambah gila tun,2;
macam cebong saya meladeni seperti andasaya jawab percuma anda nyinyir istilah cebong hahaha kan saya sudah bilang tanya saja pak bagaimana kejadian,2;
cebong jika lihat duit pura budek pasti nmenolaklupa liatbudek,2;
selamat natal sekalian hehedasar sih admin bodoh,2;
bukan milik sialan bodoh pastinyaga otaknya sialan,2;
dia orang rumongso ku kete alias monyet,2;
maju kamu anjing,2;
ancem an seperti banci jancok,2;
ini semua salah cebong,2;
banyak bicara pecun,2;
wowo presidenya tv one makanya diundang pentolan para sialan dan gembel warnet tertawa,2;
titit ku sakit yang jebolin kamu terus,2;
habib sinting kan anonim perlu di dengarkan sakit jiwa dia,2;
cie tahu jokowi dapat pangung mulai deh jilatjilat prabowo dasar lintah,2;
katanya indonesia lenyap punya pujan tolol iya pengikutnya lebih tolol dan banci anak nya pun ikut banci,2;
jadi biang kegaduhanya itu pks saya sih percaya masa pks seperti lanjut beliaunprofesor yang menulis itu kalian jangan keminter sok kontra sama profesor beliau menuntut ilmu keliling dunia bukan untuk jadi orang goblog yang goblog iya kalian ini saya juga,2;
suka kesal sama fan yang soksokan mengatur soksokan yang paling tahu segalagalanya hai kamu ibu negara bukan cenayang bukan sudah lebih baik diam biarkan dunia ini bersih dari segala macam bacotmu,2;
nanti kalau dia on aku omelin yel tenang udhorg gila yel jadin barang taruhan kan bodoh dongo sinting sarap bajingan,2;
buktin lah tolol,2;
pilih cebong otak aku sekolam,2;
goblog twet sih bodoh omongan sih wowo mengarah kesitu,2;
jika cebong kan mengarang tidak pakai logikaklo saya kan faktasi jarot memang sial mulux,2;
lamun lain jokowi presiden moal angeus eta bandara faham teu ente tolol dipiara,2;
biasa saudara laki-laki dia ciri cebong adu domba begitu sok lugu namanya juga cebong buzer recehan beginix,2;
bodoh siapa anda wah memang,2;
begitulah mediayahudi antek dajal penjilat jika mengoreng isu mereka kelaparansemangat mas jonruabaikan cebongyg sakit otak,2;
alah bulshit kotoran kotok,2;
sudah kok dibilang salah cebong seperti enggak mengerti iya bodoh kok ada akhirnya,2;
cuma cowok brengsek amp pengecut membuat seorang cewek berharap,2;
kamu bodoh kamu menonton acara nya semalam ada beliau mengatakan islam fiksi mana bukti video nya kamu islam atau kafir kalau islam kebangetan kamu fitnah sesama muslim kalau kafir aku heran,2;
kalau bangsat menjadi wakil rakyat keluar dari mulutnya iya bangsatnkalau monyet menjadi wakil rakyat keluar dari mulutnya iya monyetnkalau babi menjadi wakil rakyat keluar dari mulutnya iya babinkalau anjing menjadi wakil rakyat yang keluar dari mulutnya iya anjing,2;
ahok tidak layak seperti manusia dia lebih tepat seperti babi tidak punya akal pikiran dan jiwa manusiawi,2;
mas cebong di kolam istana masih sudah sekarat atau pada mati aku sekolam cebong,2;
sialan ini sih jimyloe duit dari meniru ulama ulama bahkan goblog goblog bin bahlul mendingan copot itu atribut palsu ganti seragam cebongloe akan mati sengsara di adzab sama alah amin lihat nanti,2;
mangilnya pelan mbak cebong budek smuax,2;
memang kamu yakin pernah menghujatnjangan munafik lah non,2;
memang bodoh pakai tag aku,2;
kwkwkwkwkwkwkwkw tolol,2;
tololapa hubunganya rumahtangaurus saja kerjanmugk perlu banyak cakapkamu jadi menteri di pecatjd gubernurmalah membuat jakarta semakin karuansebentar lagi juga hancur itu jakarta,2;
seperti deh lahir bicara soeharto keahlian cebong hanya tukang tipu cebong mah bodoh ketulungan plonga plongo mengakibatkan optimisme berlebihan gantipresiden plongaplongo dun,2;
terus bisa apa jika iyarejim kunyuk ini siapa berani lawan,2;
dari ngebunuh musuh dari ngebunuh minion dari ngebunuh turtle dari ngebunuh monster hutan dari asist dari ngancurin turet dlnambil kamu kata ml atm wkwkwkw sialan xd,2;
jika tolol itu coba jangan di tunjukkan ke orang malu,2;
kamu bilang otak aku belatung bersarang ah eh banci bukanya itu isi otak dan hati kamu isinya belatung bangkai karena kebencian akut loexaexaexae,2;
kata ibu orang sombong itu temenya setan jadi jangan salahkan aku jika aku mau berteman sama orang sombong seperti kamu,2;
iya tahu kamu sekeluarga onta dongok ibu kamu gerwani bapak kamu kuda wowok ngeoahahaha,2;
dulu waktu kampanye pak jokowiberkoar menjanjikan tarif listrik naikbm naikmenciptakan lapangan kerja tapi nyatanyanonsens itu semua apa ini di bilang cacat,2;
nk marah payah buat grab woi duduk diam dalam rumah nstupid idiot punya sb bodoh dia tahap boleh bwk bincang deh,2;
totol ketemu tolol,2;
awas bintitan kamu ngintipin titit kucing,2;
kamu blon,2;
emak kamu jualan yanbajingananak pelacur kamu rupanya,2;
namanya cebong jika dungu bukan cebong namanya,2;
nkri gundulmu wong pendiri bangsa jelas menentang israel kok kamu mbela israeldsar kaum munafik lebih baik baca ini supaya dungu,2;
lansung tag partainyanga berani iya berarti kamu banci,2;
bodoh main lah kmal dikolam teruslo kata pakan ayam beli bongitu semua impodan beli nya pakai kurs dolarsusah jika mengajak cebong debad soal dolar,2;
cebong produsen hoaxtukang bohong dan ingkar janji,2;
donatur jadi korban niya sih dia jadi korban ntetapi korban dari kebiadabanya menipu orang yang mau umrohncx,2;
cebong cebong kamfret kaum anda yang cuma nyinyir kaum pemalas,2;
maju kamu sini duit tapi kamu goyang kaki tidak buat pape mana duit mau maju kat kamu bodo,2;
tolol deh ditunguin juga bangsat,2;
miris sekarnag ini apa tidak impor cangkul impor keahlian cebong hanya tukang tipu cebong mah bodoh ketulungan plonga plongo mengakibatkan optimisme berlebihan gantipresiden plongaplongo duningkrugerefect,2;
dari ribuan sperma yang berebut menetas menjadi sialan adalah sebuah kesalahan alam,2;
sibabi china sangat biadab memperlakukan kaum pribumi dan para jongon banser nu nusantara mendukung ketimpangan ini biadabnya,2;
peluk badan kamu belakang selipin tngan kedalem celana dalam kamu ngaceng ini yang gesekin jari tengah ke bibir memek kamu teken klit kamu,2;
menuju manusia homo kamu mah,2;
memang tolol sih cal jadi laki,2;
iya alah sejak kapan kamu jadi babi adik ini maljumgiliran aku jaga lilin,2;
usernamejadi kamu tetap memilih bertahan meskipun sudah tahu kalau dia sedang menjalin hubungan yang lain mau mengatai bodoh tapi takut dosa,2;
penguasa karena mereka memiliki semuanya dan bisa mengontrol lewat aparat alat sampai keparat cebong dungu,2;
cebong mainya pernah keluar kolam pakmakanya taudah di tangepintar cebong pada nongol dasar kolam buteknya,2;
salah itu janji jokowi di tuntut kamu yang paham cebong,2;
kesimpulanya kamu kenapa bodoh,2;
bank kena virus cebong nblangsak,2;
foto saya di instagram masih ada cuma lupa pasword instanya jadi bisa di buka ini pasti salah pemerintah dan instagram kenapa sampai pakai pasword segala itu sampai lupa kan aku begoloe,2;
mbah berfatwa jika mengomong asu itu indak papa asal jangan dikuti dengan kata kamu atau nama orang okesip asu,2;
sering itu aku dibegitukan pas jika baru ketemu apsara lagi kok perawatanya makin banyak makin gendut sih wah senyum iya saja dalem hati banyak bicara kamu anjing,2;
